Reference Item 	 Label 
Q6006823	Fatma Sultan	1
Q6007932	Template:IMDb name	2
Q6010980	null	1
Q60113	Bernhard von Bülow	1
Q6011826	Meteoro	1
Q601307	Athol Fugard	1
Q6017414	Ministry of Foreign Affairs and migration of Ecuador	4
Q6017420	Ministry of Foreign Affairs of the Republic of Guatemala	4
Q601743	Victoria Ruffo	1
Q6017788	Index.hr	1
Q601921	François van Aerssen van Sommelsdijck	1
Q6022617	Ingemar Odlander	1
Q6022826	null	1
Q602358	Brockhaus and Efron Encyclopedic Dictionary	310
Q6024460	IndieWire	1
Q6025226	null	1
Q6027272	Şah Sultan	1
Q6029842	Orup	1
Q603	Frédéric Taddeï	1
Q6030501	Infonet	1
Q6033187	Ingrid Espelid Hovig	1
Q6035790	Mémoires de la Société Linnéenne de Paris	1
Q6038358	Gevherhan Sultan	1
Q6039555	Nela Martínez	1
Q603969	Ōta Sukeyori	1
Q604063	World Register of Marine Species	211661
Q6042384	Nicolás Megía	1
Q6045137	North American Flora	1
Q60497	Slate	1
Q6055017	Adam Poulsen	2
Q605744	Asia	2
Q6061680	Iníon Dubh	2
Q606299	Sir Arthur Dyke Acland, 13th Baronet	1
Q6063893	Kerem Alisik	1
Q6066139	Pastora Peña	1
Q6067181	Iranian.com	1
Q606867	Arima Toyouji	2
Q6068811	Irena Kosíková	2
Q6069069	Irene Ibsen Bille	1
Q6074313	Philippine Journal of Science	1
Q607489	Montgomery Scott	1
Q6075885	null	2
Q6077840	Isabel le Despenser, Countess of Worcester	3
Q60786	Crimean Tatar Wikipedia	1
Q6080887	Isidora Bjelica	1
Q60819	Tatar Wikipedia	21712
Q60846	Gertrud Scholtz-Klink	1
Q608533	Jay Carney	1
Q608679	Fernando Primo de Rivera, 1st Marquis of Estella	1
Q6087076	Proceedings of the American Academy of Arts and Sciences	2
Q609063	Pokémon FireRed and LeafGreen	23
Q6091377	It's an Honour	1
Q6095197	Itv.com	2
Q6095241	Itzamnaaj K'awiil	1
Q610179	Libuše	1
Q610190	Daily Express	1
Q6107276	Revue Horticole	3
Q610760	Enciclopedia universal ilustrada europeo-americana	4
Q6108055	JEDEC memory standards	4
Q610902	List of symphonies by Wolfgang Amadeus Mozart	73
Q6110675	Rodrigo Dávila Chapoy	1
Q611124	Chryseis	2
Q611171	Peitho	2
Q611189	Pokémon HeartGold and SoulSilver	16
Q6112265	Rosa de Eguílaz y Renart	1
Q6112475	Jack Finegan	1
Q6115503	Jack Tocco	1
Q6118146	Samuel Jackson Pratt	1
Q611833	United States National Library of Medicine	1
Q61190	Oswald Külpe	1
Q6121040	null	1
Q612205	Edson Cholbi Nascimento	1
Q6122097	Jagadish Mohanty	1
Q6122194	Jagapati Babu	1
Q6123246	Secreteriat of Foreign Affairs of the Republic of Honduras	3
Q6124028	Selbyana	1
Q6128825	James Armand de Rothschild	1
Q612975	MobyGames	1
Q6131181	null	1
Q6132888	James Duff, 4th Earl Fife	1
Q6132893	James Duff	1
Q613749	AnyLogic	1
Q6140591	James Ogilvy-Grant, 9th Earl of Seafield	1
Q6140611	Liu Zhang	1
Q614170	Reveal system	1
Q6143709	James Stopford, 1st Earl of Courtown	1
Q6145741	James Wolcott Wadsworth, Jr.	1
Q6146406	Knut Ferdinand Lagus	1
Q6148916	Jan Florian	1
Q6149020	Jan Hals	1
Q61503	The Hollywood Reporter	11
Q6151661	Magnus Laurentsson	1
Q6152115	Jane Cunningham Croly	1
Q6153447	Janet Langhart	2
Q6153581	Janet Ross	2
Q615409	Anosazad	1
Q6154822	Jankibai	1
Q6158583	Japanese escort ship Amakusa	1
Q615925	Uppsala General Catalogue	20
Q61593	Kaykaus I	1
Q6165790	Víctor d'Ors	1
Q616654	Janamejaya	1
Q6167348	null	2
Q6170802	Jean Hanff Korelitz	1
Q6172299	Jeannette Paulson Hereniko	1
Q61734	Schopfheim	1
Q6174565	Francis af Sheldon	1
Q617568	Natalya Kustinskaya	1
Q61766	Erhard Schmidt	1
Q61789	Princess Marie Auguste of Thurn and Taxis	1
Q617903	The Sports Network	2
Q6179868	Jens Ulltveit-Moe	1
Q6181169	Jeremy Browne, 11th Marquess of Sligo	1
Q6181308	Jeremy Doner	1
Q6182698	Jerome Gilson	1
Q61881	Bernd Eichinger	1
Q61923	World Tourism Organization	1
Q6192525	Jijabai information	1
Q6193088	Jill Tweedie	1
Q619694	Pokémon Black and White 2	10
Q6199052	Jim Yardley	2
Q62024	Stéphanie de Beauharnais	1
Q62049	county seat	1
Q6205116	Joan Henry	1
Q6205940	Joanna Pruess	1
Q620946	Library of Congress Control Number	38
Q6214652	Jofré Llançol i Escrivà	1
Q6215668	Gustaf Trolle-Bonde	1
Q621809	JDS Kirishima	1
Q6221245	null	1
Q62236	Walther Wever	1
Q622766	Merger Treaty	3
Q6228856	Hans Wahlgren	2
Q6229656	John Dolan	1
Q6230607	John Dyke Acland	1
Q6231502	John Ehle	1
Q62317	Gottfried Kirch	1
Q6233263	John FitzAlan, 1st Baron Arundel	2
Q62344	Theodor Körner	1
Q623578	National Library of Australia	12
Q6240968	Hjalmar Wijk	1
Q6242311	Pierre Wilkner	1
Q6243813	John Lahr	1
Q6244100	John Laughlin	1
Q6245070	Wilhelm Wislicenus	1
Q6246617	John Manners Tollemache	2
Q6249138	John Monckton, 1st Viscount Galway	1
Q62496	Harald Quandt	1
Q6250571	John Noble Wilford	5
Q62510	Heike Makatsch	1
Q6252430	John Pegram	1
Q6254673	John Reynolds	1
Q62548	Forseti	1
Q625552	Francis Lister	1
Q625601	Mwambutsa I Mbariza	1
Q625817	The Plant List	6
Q6260401	John Taylor Coleridge	1
Q6260565	John Thomas Gilbert	2
Q6272367	Jonathan's Space Report	23052
Q6273080	Jonathan Fast	1
Q6273342	Jonathan Harmsworth, 4th Viscount Rothermere	2
Q6273845	Journal Kyaw Ma Ma Lay	1
Q628089	William Keppel, 7th Earl of Albemarle	1
Q62842	Wilhelm Georg Friedrich Roscher	1
Q62845	Jeroen Krabbé	1
Q6285611	Joseph Monteith	1
Q6286020	Joseph P. Lash	1
Q6288047	Joseph Wolfe	1
Q628807	United States Department of Labor	1
Q6288136	Joseph Zaehnsdorf	1
Q628974	Arbeitsruhegesetz	13
Q629	oxygen	1
Q6294	Hillary Rodham Clinton	2
Q6296176	Journal of the Norwegian Medical Association	1
Q6303358	Judith Cutler	1
Q6303644	Judith Rodriguez	1
Q6305121	Juhi Babbar	1
Q63056	Find a Grave	165
Q6305784	Jules Charles Victurnien de Noailles	1
Q6306627	Julia Pacata	1
Q630747	Jean-Pierre Abelin	1
Q6310006	Julius Paltiel	1
Q6315353	Category:2000s Spanish television series	1
Q6315355	Category:2010s Spanish television series	1
Q6315460	null	1
Q6316599	Category:18th century in England	1
Q631823	Macworld	1
Q631844	Swedish National Heritage Board	2
Q6320164	Domenico Conti Bazzani	1
Q6324082	K. T. Muhammed	1
Q632672	Star Wars: The Clone Wars	1
Q633872	Senate of the Republic	10
Q6344216	Kabir Khan	1
Q6347121	Kahokuohua	1
Q6347399	Kai Holst	1
Q6350592	Kalanikauleleiaiwi	1
Q63548	Jesse of Kartli	1
Q6356396	Kambri Crews	1
Q63639	Charlotte Buff	1
Q6369324	Karel Kroupa, Jr.	1
Q636998	Hōjō Tsunashige	1
Q6371368	Karl, 8th Prince Kinsky of Wchinitz and Tettau	1
Q637137	Pokémon Red and Blue	23
Q637413	United States Census Bureau	12579
Q6375210	Katarzyna Krenz	1
Q6376678	Kathleen Clarice Groom	1
Q6377106	Kathryn Ptacek	1
Q6378754	Kaulahea I	1
Q637955	Neleus	2
Q6382178	Keaoua Kekuaokalani	1
Q6382430	Minor Planet Circular	53
Q638363	Nicholas I of Bohemia	1
Q6384100	Keith Bradsher	3
Q638928	Młociny metro station	4
Q639009	Jakub Šindel	1
Q639137	Le Temps	22
Q6393280	Kera Tamara	1
Q6396500	null	1
Q639669	musician	1
Q639716	Kabaty metro station	3
Q6398999	null	1
Q640139	Yvette Lebon	1
Q6401666	Khin Khin Htoo	1
Q6403243	Khuwaylid ibn Asad	2
Q6403412	Khwaja Abdul Ghani	1
Q640361	Hieronymus Cock	1
Q6405389	Kieran Healy	1
Q640879	Aoife MacMurrough	2
Q641286	Rhode	3
Q641581	Amalia of Sweden	2
Q6416061	Kirsten Auken	1
Q6416188	Kirstyn McDermott	1
Q6419450	La Ilustración Española y Americana	53
Q642074	Historical Dictionary of Switzerland	530
Q642602	Alexandre-Athenase Noghès	1
Q642673	Constitution of Norway	4
Q642938	Federal Ministry for Europe, Integration and Foreign Affairs	1
Q643290	RATP	1
Q64395	Heinrich Georg Bronn	1
Q643999	Royal Arms of England	1
Q6440968	Kuakini	1
Q6441	Montpellier	1
Q644620	Quentin Meillassoux	1
Q644907	Paul Mantoux	1
Q6449319	The Times of Israel	2
Q6451746	Bertha	1
Q645312	Bacchus	2
Q6454637	Kīwalaʻō	1
Q645494	Pokémon Diamond and Pearl	3
Q645573	Winnipeg Free Press	2
Q64561	Gustav Rose	1
Q6456366	L. Brent Bozell, Jr.	1
Q645739	Conrad I, Count of Auxerre	1
Q645909	SS Celtic	1
Q645936	Rafael Araneda	1
Q646206	History of Rome	1
Q6464371	La Perla del Sur	1
Q6470217	Lady Harriet Acland	1
Q6470224	Lady Helena Gibbs	1
Q6470239	Lady Idina Sackville	1
Q64737	Julius Francis, Duke of Saxe-Lauenburg	1
Q648266	Wayback Machine	72
Q648475	Florinda Meza	1
Q648537	Caeculus	1
Q648617	John Tristan, Count of Valois	1
Q6486877	Philippa de Mohun	1
Q648831	HMS Bristol	2
Q649	Moscow	3
Q649227	Rodovid	6
Q649476	Argus	1
Q6495913	Lathgertha	1
Q649593	Barack Obama, Sr.	3
Q6496214	Latin American Herald Tribune	1
Q6498718	Laura Bohannan	1
Q6498838	Laura Dave	1
Q64995	Karl Anton Eugen Prantl	1
Q650091	HMAS Farncomb	1
Q6501704	Laurie Rozakis	1
Q650229	Seneqerim-Hovhannes of Vaspurakan	1
Q6502703	Pinocchio	1
Q6502739	Lavinia Ryves	2
Q6507566	Le Radical	4
Q6508226	Lea Schiavi	1
Q6509984	Soviet Union and the United Nations	1
Q6510653	International Business Times	4
Q651222	Enel	1
Q651366	Silesian regional museum Opava	1
Q6515974	Stortinget	1
Q65160	Gerson von Bleichröder	1
Q651638	Greek cruiser Georgios Averof	1
Q651690	Polish Academy of Sciences	1
Q6517194	Legacy.com	116
Q6519176	Leicester Devereux, 6th Viscount Hereford	1
Q6519177	Leicester Devereux, 7th Viscount Hereford	1
Q651988	La Gazzetta dello Sport	1
Q652	Italian	320
Q652062	Constitution of Russia	26
Q6520738	null	1
Q6520848	Leleiohoku II	2
Q652281	George Keppel, 6th Earl of Albemarle	2
Q652931	Bernard Margueritte	1
Q65350	Carl Friedrich von Weizsäcker	1
Q6538677	Li Chenghong	1
Q653899	Légifrance	7
Q653922	Jewish Encyclopedia	4
Q6542578	Library of Congress	1
Q654278	Dafydd ab Owain Gwynedd	1
Q654724	SIMBAD	115439
Q6547643	Lilia Estrin Dallin	1
Q654978	Margarita Louis-Dreyfus	1
Q655030	Celebrity Century	2
Q65520	Daniela Schadt	1
Q655207	Mike Scully	1
Q6552076	Linda Womack	1
Q6552332	Linden MacIntyre	1
Q6555814	Lionel Tollemache, 3rd Earl of Dysart	2
Q6555815	Lionel Tollemache, 4th Earl of Dysart	1
Q656303	Yegor Kholmogorov	2
Q656742	Dictionary of Scientific Biography	2
Q656817	Sam Rainsy	1
Q657598	Gudermessky District	1
Q6577515	Samuel	1
Q6581072	female	7
Q6581097	male	11
Q6581539	Varananda Dhavaj	1
Q6581543	Sukhumabhinanda	1
Q6581650	Siribhachudhabhorn	1
Q658172	null	1
Q6583	Sahara	1
Q658349	tag	924
Q658909	Lenta.ru	5
Q6595359	Judith d'Évreux	1
Q659564	Louis, Duke of Joyeuse	1
Q6597252	List of Slovenia international footballers	159
Q659736	Elias Gottlob Haussmann	1
Q659894	HMS Southampton	2
Q66016	Muses	2
Q6605379	Gyōnyo	1
Q660769	Ouest-France	17
Q660924	Perses	1
Q661264	HMAS Perth	3
Q6614327	Category:1910s in Ireland	1
Q6616028	Category:1920 in Ireland	1
Q662130	Ducherow	1
Q662209	Ariobarzanes II of Cappadocia	1
Q6625566	null	1
Q662968	Plouto	2
Q663067	Hieronymous Francken III	1
Q6636185	Norodom Narindrapong	1
Q6636215	Vajirunhis	2
Q6636883	Prayurawongse	1
Q6638259	Matsudaira Yorinaga	1
Q6638278	Matsudaira Yorinari	1
Q6639016	List of shipwrecks in 1929	1
Q6639644	Ōbai-in	2
Q6639747	Jōkei-in	2
Q6640798	Arnon Segal	1
Q6646177	Listed buildings in Northern Ireland	204
Q664952	Hantili II	2
Q665144	Russell Banks	1
Q665252	null	1
Q6654	Croatian	13
Q6657059	Antonín Čapek	2
Q6658415	Liverpool Echo	1
Q6658829	Princess Irina of Romania	2
Q666167	Pamela Barnes	1
Q6666427	Lodi News-Sentinel	1
Q667	south	1
Q667119	Fujiwara no Nagara	1
Q667251	Demetrius II of Georgia	1
Q6672684	null	1
Q6678694	George Cambridge, 2nd Marquess of Cambridge	2
Q6679196	Lord Dudley Stuart	1
Q6679259	Lord Frederick Cambridge	2
Q6679411	Lord Ivor Spencer-Churchill	1
Q668	India	1
Q668054	Talaus	1
Q6688692	Louise Creighton	1
Q668957	George XII of Georgia	1
Q6689599	Loukas Kanakaris-Roufos	1
Q6690023	Susan Feilding, Countess of Denbigh	1
Q6695630	Luboš Andršt	1
Q6695639	Luboš Hilgert	1
Q669635	Hesione	2
Q6698260	Lucy Cullen-Byrne	1
Q6698263	Lucy Dahl	2
Q6698342	Lucy Gulama	1
Q6698396	Lucy Kibaki	1
Q6698425	Lucy Montgomery	1
Q6698429	Lucy Mulloy	1
Q6698914	Ludmila Peterková	1
Q6702023	Luke Harding	2
Q6702674	Lukáš Krbeček	1
Q6709611	Lyon-Meudon Extragalactic Database	247
Q671143	null	3
Q671510	National Public Radio	11
Q67171	Gais	1
Q672112	Basic Treaty	2
Q6722698	Macau Daily Times	1
Q672680	Australian Dictionary of Biography	59
Q6726955	Madeleine de l’Aubespine	2
Q6728357	Madonna: An Intimate Biography	1
Q6729625	Magali Rousseau	1
Q6730257	Maggie Horton	1
Q6734382	Mahmoud Mirza	1
Q673567	Dave Barry	1
Q6737008	Maisie Ward	1
Q674319	Machaon	1
Q6750075	Manitoba Hockey Hall of Fame	1
Q675107	Charles August, Crown Prince of Sweden	1
Q6759236	Margaret Calkin James	1
Q6759391	Margaret Farrar	1
Q6759529	Margaret Hoover	1
Q675983	Federal Department of Foreign Affairs	1
Q6760316	Margery le Despencer	2
Q676050	old town	12
Q67610	Heinz Günther Guderian	1
Q6761538	Maria Rodriguez	1
Q6761976	Marian Shields Robinson	2
Q6763329	Marija Obrenović	1
Q676357	Premier of South Australia	1
Q67637	Konrad Wolf	1
Q6763928	Marina Torlonia di Civitella-Cesi	2
Q6765349	Marion Rockefeller Weber	1
Q6767334	Mark Deller	1
Q6767512	Mark Ellis	1
Q6768768	Mark Mazzetti	1
Q6769577	Mark Salzman	1
Q67704	Hilde Schramm	1
Q6770871	Marketing	1
Q677385	GameTrailers	1
Q6774435	Martha Issová	1
Q6774535	Martha Rofheart	1
Q6774660	Category:20th century in Ireland	1
Q6775484	Martin Frýdek	1
Q67767	Magdalene Sibylle of Holstein-Gottorp	1
Q6778430	Marvin Minoff	1
Q6779034	Mary Benson	1
Q6780706	Mary Sheldon Barnes	1
Q6780864	Mary Turzillo	1
Q6781001	Mary Young Pickersgill	1
Q6781083	Maryam Sachs	1
Q678259	Nordisk familjebok	6
Q6783051	Masha Kirilenko	1
Q6783327	null	1
Q6784914	Zhu Zhanao	1
Q6785898	Mata Sundari	1
Q6788216	Matsura Hisanobu	1
Q679	west	2
Q6791310	Matthew Tempest	1
Q6792230	Maud Howe Elliott	1
Q680257	HMS Havock	1
Q680689	Princess Khamerernebty	2
Q680881	Pierre Brossolette	1
Q6809555	Mehmed Selaheddin	1
Q6809847	null	1
Q6810091	Meile Rockefeller	1
Q6811310	Melanie Marnich	1
Q6812865	Melissa Rivers	1
Q68130	Mite Kremnitz	1
Q682318	Swedish Pomerania	2
Q6827663	Miangul Aurangzeb	1
Q682827	Frick Collection	3
Q6828858	Michael Brown	1
Q6828952	Michael Burns	1
Q6829195	Michael Chamberlain	1
Q683543	SIKART	3
Q6836773	Michele Landsberg	1
Q6837220	Michelle Rhee	1
Q6838948	Micol Ostow	1
Q684	east	3
Q684034	Al Joyner	1
Q684357	Ministry for Economic Cooperation and Development of Germany	1
Q684748	Lester del Rey	1
Q6848546	Mike Rendell	1
Q684911	Geneva Motor Show	2
Q6850266	Mikuláš Medek	1
Q6852538	Liu Qin	1
Q6852951	Liu Kai	2
Q68611	Jangam Station	1
Q6862528	Min Dawlya	1
Q6862552	Min Khayi	1
Q6862574	Min Raza of Mrauk-U	1
Q6863145	Ichiman	1
Q6863161	Minamoto no Yoshiyasu	1
Q6863709	Mindat	7
Q6864658	Ming Pao Daily News	2
Q6866573	Ministry for Culture and Heritage	1
Q6866918	Ministry of External Relations of the Republic of Angola	3
Q6866987	Ministry of Foreign Affairs (Belize)	3
Q6866989	Ministry of Foreign Affairs (Bolivia)	4
Q6866999	Ministry of Foreign Affairs (Guyana)	3
Q6867	International Astronomical Union	90
Q6867007	Ministry of Foreign Affairs and International of the Republic of Kenya	3
Q6867009	Ministry of Foreign Affairs of the Republic of Iraq	2
Q6867016	Nepal Ministry of Foreign Affairs	3
Q6867032	Ministry of Foreign Affairs of Saudi Arabia	2
Q6867035	Ministry of Foreign Affairs of the Republic of Sudan	3
Q6867037	Ministry of Foreign Affairs of the Republic of Uganda	3
Q6867039	Ministry of Foreign Affairs of the Socialist Republic of Vietnam	3
Q6867041	Ministry of Foreign Affairs of the Republic of Zimbabwe	3
Q6867049	Ministry of Foreign Affairs and International Cooperation (Equatorial Guinea)	3
Q6867052	Ministry of Foreign Affairs and International Cooperation	3
Q6867060	Ministry of Foreign Affairs and Trade of New Zealand	2
Q6867686	null	1
Q6867889	MinnPost	1
Q687018	Elizabeth of Hungary, Queen of Serbia	1
Q689018	Socialist Workers' Party of Germany	67
Q6892014	Mohammad Hassan Mirza II	1
Q6893044	Mohammed Burhanuddin	1
Q689859	International Fund for Agricultural Development	1
Q689934	Die Presse	1
Q690312	Przemyslaus I Noszak, Duke of Cieszyn	1
Q690388	Mneme	2
Q6913341	Morpeth Herald	1
Q691440	Arnaud Lagardère	1
Q6919189	Faculty of Medicine in the Galillee	1
Q6924369	Ilanit Levi	1
Q692571	Viktoria Aschaffenburg	1
Q69314	Loki Schmidt	1
Q693148	International Code of Nomenclature for algae, fungi, and plants	53
Q6932430	Muhammad Azam Shah	1
Q6932749	Muhammad Sultan of Mughal	1
Q6935577	Muna Lee	1
Q694669	János Esterházy	1
Q69574	Wilhelm Uhde	1
Q6961489	Namdeo Dhasal	1
Q6962785	Nancy Kissinger	1
Q6964556	Category:Geography of Northern Ireland	1
Q6965232	Category:Geography of Wales	1
Q6965469	Narayan Desai	1
Q696757	University of Duisburg-Essen	1
Q6969532	Nathaniel C. Comfort	1
Q6970146	National Accident Helpline	1
Q6973708	National Institute of Statistics	16764
Q697757	Wang Niansun	1
Q697969	Masahiko Kōmura	1
Q6980846	Nature's Baby	2
Q6982977	Nawwaf bin Abdulaziz Al Saud	1
Q6984582	Category:Geography of Scotland	1
Q6986037	Ned Manning	1
Q698848	2011 EU census	7
Q698877	Mario Merz	1
Q698884	Radio Taiwan International	1
Q698909	King Wen of Zhou	2
Q699007	The China Post	1
Q699499	Apple Daily	2
Q699624	Cao Shuang	1
Q69970	Gustav Albrecht, 5th Prince of Sayn-Wittgenstein-Berleburg	1
Q699735	annual report	5
Q7001671	Nyta Dover	1
Q700276	Leopold of Styria	1
Q700402	CBS Evening News	1
Q70045	Horst Kasner	1
Q700456	World Taekwondo Championships	1
Q700473	Focus	1
Q700706	Constitution of Austria	2
Q700913	Cher Wang	1
Q701117	Central Election Commission of the Republic of China	6
Q701504	Károly Ferenczy	1
Q7022859	Dudu Zar	1
Q7022906	Nguyen Phuc Luan	1
Q702308	Bernward of Hildesheim	1
Q702335	HMS Edinburgh	2
Q7024182	Secretary of State of California	1
Q70251	Walter Giller	1
Q7025285	Nicholas Davies	1
Q7026	Catalan	2
Q702914	Liu Qi	1
Q70294	Ingrid Caven	1
Q7035808	Nikolai Grozni	1
Q703907	Tagesschau	3
Q704450	Viktor Vekselberg	1
Q704677	Jim Button and Luke the Engine Driver	1
Q7047702	Liraz Charhi	1
Q7047741	Noisecreep	1
Q705225	Christian Boltanski	1
Q705577	Ly Nhan Tong	1
Q705804	Japanese battleship Shikishima	1
Q705910	Eugène Daumas	1
Q7059200	Category:Geography of England	1
Q7059958	Northwest Asian Weekly	1
Q7061807	Noshi Gilani	1
Q706351	Vic Reeves	1
Q7064916	Novinky.cz	1
Q7067167	null	1
Q706804	Liu Yan	1
Q707808	Sima Shi	1
Q70823	Wolf Rüdiger Hess	1
Q7082843	Ola B. Johannessen	1
Q7082983	Olaf Mørch Hansson	1
Q7085922	Ole Paus	1
Q708653	death certificate	6
Q7086867	Olimi III of Toro	1
Q7088051	Olivia Gentile	1
Q7088897	Olwen Wymark	1
Q708909	Vladimír Sommer	1
Q709127	Apple Daily	9
Q7092241	Ondřej Havelka	2
Q7094100	Online marketing platform	1
Q7095760	OpenCorporates	1
Q7095994	Open Data Institute	1
Q7101026	OregonLive.com	3
Q7101558	Oren Safdie	1
Q71019	Eva Strittmatter	1
Q7102897	Oriya Wikipedia	6
Q710481	Aaron Yan	1
Q710722	Aleksei Balandin	1
Q711000	Arthur Pieck	1
Q711149	Jan Klemens Branicki (1689–1771)	1
Q711456	Trần Thánh Tông	1
Q711801	Arthur, Prince of Wales	1
Q711909	James Berardinelli	1
Q711989	Ji Yun	2
Q7121498	Suzanne Borel	1
Q712301	Empress Zhang Yan	1
Q71236	Countess Palatine Maria Eufrosyne of Zweibrücken	2
Q712488	22	1
Q712548	Albus Dumbledore	1
Q7125725	Pakistan Today	2
Q7129217	Pamela McCorduck	1
Q7129254	Pamela Ropner	1
Q7129832	Panagiotis Benakis	1
Q713132	Knut Wigert	1
Q71372	Lily Braun	3
Q71393	Psi	1
Q7141553	Pasadena Now	1
Q714159	Liu Yuan	1
Q7146278	Patrick Cosgrave	1
Q714826	Volapük Wikipedia	1
Q714885	Gothelo I, Duke of Lorraine	1
Q714898	Camille Lacourt	1
Q7149581	Paul Buhle	1
Q7149755	Paul Cashmere	1
Q7150921	Paul Glendinning	1
Q7151975	Paul Lazerges	1
Q7153461	Paul Scheer	1
Q7155913	Pavla Topolánková	1
Q7157566	null	1
Q716194	Wang Yirong	1
Q7163434	Category:Historical television series	1
Q7163666	Category:Spanish television series	1
Q7164	World Bank	1
Q7167282	Percy Clark	1
Q716839	Mirza Nasir Ahmad	1
Q716861	Arutz Sheva	1
Q7168788	null	1
Q716921	Ranulf de Gernon, 4th Earl of Chester	2
Q7175240	Peter Knecht	1
Q7175338	Peter Lam	1
Q718176	Li Baiyao	1
Q7182293	Phil Pringle	1
Q7183203	Philip Bedingfield	1
Q7183443	Philip Despencer	2
Q718380	Denethor	1
Q718394	Icelandic Wikipedia	28
Q7184	North Atlantic Treaty Organisation	1
Q7184068	Philip Meninsky	1
Q7184538	Philip Wentworth	1
Q7184613	Philip le Despencer, 1st Baron le Despencer	1
Q7184614	Philip le Despencer, 2nd Baron le Despencer	1
Q718710	Stein Grieg Halvorsen	1
Q718827	Béni Ferenczy	1
Q719112	MathWorld	2
Q7192818	Pieter Pietersz II	1
Q719321	Isabella of Toron	2
Q7196	Qin Er Shi	1
Q71961	Henry, Prince of Nassau-Dillenburg	1
Q7198244	Pisces V	1
Q719880	As	1
Q7199377	Pittsburgh Press	3
Q719967	Constitution of Italy	1
Q720	Genghis Khan	4
Q720078	Otto III.	2
Q720313	Afzal ad-Dawlah, Asaf Jah V	1
Q720665	Kojo Annan	1
Q721140	Pitchfork Media	3
Q7211611	USS Oceanside	1
Q7213143	Lo Kwee-seong	1
Q72132	Uriel von Gemmingen	1
Q721491	Vincent Bolloré	1
Q721822	Pokémon Ruby and Sapphire	27
Q722040	Hindi Wikipedia	510
Q7222	Ahmose I	1
Q722243	Swahili Wikipedia	191
Q7223080	Fujiwara Kinmichi	1
Q722319	Warren Commission	1
Q7225	Emperor Wu of Han	9
Q7227767	null	1
Q7230	Emperor Xuan of Han	2
Q7231654	Porter Shreve	1
Q7232	Emperor Yuan of Han	2
Q7232009	Portland Press Herald	1
Q723275	Michal Viewegh	1
Q7234	Emperor Cheng of Han	2
Q723530	International Classification of Primary Care	2
Q7237	Emperor Ai of Han	1
Q7238622	Pratapnarayan	2
Q723932	Reginald I, Count of Burgundy	1
Q7239339	Preamble to the Constitution Act, 1867	1
Q7242579	Price Devereux, 10th Viscount Hereford	1
Q7244	Emperor Ping of Han	1
Q7244056	Prince Hashem bin Al Abdullah	2
Q7244086	Prince Hussain Aga Khan	1
Q7244117	Prince Karl Emich of Leiningen	1
Q7244148	Prince Makonnen	2
Q7244182	Prince Nirajan of Nepal	2
Q7244215	Prince Robert, Count of La Marche	1
Q7244234	Prince Sahle Selassie	2
Q7244272	Prince Wenzeslaus of Liechtenstein	1
Q7244302	Prince Yamashina Takehiko	1
Q7244308	Prince Zeid bin Ra'ad	1
Q7244519	Princess Aisha bint Al Hussein	2
Q7244527	Princess Alia bint Al Hussein	2
Q7244790	Princess Raiyah bint Al Hussein	2
Q7244874	Princess Zenebework	1
Q724496	Treaty of Paris	1
Q7245574	Priscilla Alden	1
Q7247	Ruzi Ying	1
Q7250863	Prosper-Gabriel Audran	1
Q72523	Spain Fed Cup team	1
Q72524	Herbert Quandt	1
Q725252	satellite imagery	1
Q7257104	Ptolemy II of Telmessos	2
Q7257339	Public Catalogue Foundation	6
Q7262	Emperor Gengshi of Han	1
Q726279	Doris	2
Q72653	Danielle Steel	1
Q7265569	QSaltLake	1
Q7268	Emperor Guangwu of Han	1
Q726839	Tashi Namgyal	1
Q72702	Alberic III, Count of Tusculum	1
Q7271	Emperor Ming of Han	1
Q7273017	Qutlugh Nigar Khanum	1
Q7273554	R. Crosby Kemper Jr.	1
Q7273662	RundfunkWiki	1
Q7277	Emperor Zhang of Han	1
Q7277245	RNLB Aguila Wren	1
Q7277321	ROCS Chang Chien	2
Q7279134	Rachel Albeck-Gidron	1
